symbol,name
FGFBP2,fibroblast growth factor binding protein 2
FGFBP3,fibroblast growth factor binding protein 3
FGFR1,fibroblast growth factor receptor 1
FGFR1OP2,FGFR1 oncogene partner 2
FGFR2,fibroblast growth factor receptor 2
FGFR3,fibroblast growth factor receptor 3
FGFR4,fibroblast growth factor receptor 4
FGFRL1,fibroblast growth factor receptor like 1
FGG,fibrinogen gamma chain
FGGY,FGGY carbohydrate kinase domain containing
FGL1,fibrinogen like 1
FGL2,fibrinogen like 2
FGR,"FGR proto-oncogene, Src family tyrosine kinase"
FH,fumarate hydratase
FHAD1,forkhead associated phosphopeptide binding domain 1
FHDC1,FH2 domain containing 1
FHIP1A,FHF complex subunit HOOK interacting protein 1A
FHIP1B,FHF complex subunit HOOK interacting protein 1B
FHIP2A,FHF complex subunit HOOK interacting protein 2A
FHIP2B,FHF complex subunit HOOK interacting protein 2B
FHIT,fragile histidine triad diadenosine triphosphatase
FHL1,four and a half LIM domains 1
FHL2,four and a half LIM domains 2
FHL3,four and a half LIM domains 3
FHL5,four and a half LIM domains 5
FHOD1,formin homology 2 domain containing 1
FHOD3,formin homology 2 domain containing 3
FIBCD1,fibrinogen C domain containing 1
FIBIN,fin bud initiation factor homolog
FIBP,FGF1 intracellular binding protein
FICD,FIC domain protein adenylyltransferase
FIG4,FIG4 phosphoinositide 5-phosphatase
FIGLA,folliculogenesis specific bHLH transcription factor
FIGN,"fidgetin, microtubule severing factor"
FIGNL1,fidgetin like 1
FIGNL2,fidgetin like 2
FILIP1,filamin A interacting protein 1
FILIP1L,filamin A interacting protein 1 like
FIMP1,fertilization-influencing membrane protein 1
FIP1L1,factor interacting with PAPOLA and CPSF1
FIRRM,FIGNL1 interacting regulator of recombination and mitosis
FIS1,"fission, mitochondrial 1"
FITM1,fat storage inducing transmembrane protein 1
FITM2,fat storage inducing transmembrane protein 2
FIZ1,FLT3 interacting zinc finger 1
FJX1,four-jointed box kinase 1
FKBP10,FKBP prolyl isomerase 10
FKBP11,FKBP prolyl isomerase 11
FKBP14,FKBP prolyl isomerase 14
FKBP15,FKBP prolyl isomerase family member 15
FKBP1A,FKBP prolyl isomerase 1A
FKBP1B,FKBP prolyl isomerase 1B
FKBP1C,FKBP prolyl isomerase family member 1C
FKBP2,FKBP prolyl isomerase 2
FKBP3,FKBP prolyl isomerase 3
FKBP4,FKBP prolyl isomerase 4
FKBP5,FKBP prolyl isomerase 5
FKBP6,FKBP prolyl isomerase family member 6 (inactive)
FKBP7,FKBP prolyl isomerase 7
FKBP8,FKBP prolyl isomerase 8
FKBP9,FKBP prolyl isomerase 9
FKBPL,FKBP prolyl isomerase like
FKRP,fukutin related protein
FKTN,fukutin
FLACC1,flagellum associated containing coiled-coil domains 1
FLAD1,flavin adenine dinucleotide synthetase 1
FLCN,folliculin
FLG,filaggrin
FLG2,filaggrin 2
FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
FLII,FLII actin remodeling protein
FLNA,filamin A
FLNB,filamin B
FLNC,filamin C
FLOT1,flotillin 1
FLOT2,flotillin 2
FLRT1,fibronectin leucine rich transmembrane protein 1
FLRT2,fibronectin leucine rich transmembrane protein 2
FLRT3,fibronectin leucine rich transmembrane protein 3
FLT1,fms related receptor tyrosine kinase 1
FLT3,fms related receptor tyrosine kinase 3
FLT3LG,fms related receptor tyrosine kinase 3 ligand
FLT4,fms related receptor tyrosine kinase 4
FLVCR1,FLVCR choline and heme transporter 1
FLVCR2,FLVCR choline and putative heme transporter 2
FLYWCH1,FLYWCH-type zinc finger 1
FLYWCH2,FLYWCH family member 2
FMC1,formation of mitochondrial complex V assembly factor 1
FMN1,formin 1
FMN2,formin 2
FMNL1,formin like 1
FMNL2,formin like 2
FMNL3,formin like 3
FMO1,flavin containing dimethylaniline monoxygenase 1
FMO2,flavin containing dimethylaniline monoxygenase 2
FMO3,flavin containing dimethylaniline monoxygenase 3
FMO4,flavin containing dimethylaniline monoxygenase 4
FMO5,flavin containing dimethylaniline monoxygenase 5
FMOD,fibromodulin
FMR1,fragile X messenger ribonucleoprotein 1
FMR1NB,FMR1 neighbor
FN1,fibronectin 1
FN3K,fructosamine 3 kinase
FN3KRP,fructosamine 3 kinase related protein
FNBP1,formin binding protein 1
FNBP1L,formin binding protein 1 like
FNBP4,formin binding protein 4
FNDC1,fibronectin type III domain containing 1
FNDC10,fibronectin type III domain containing 10
FNDC11,fibronectin type III domain containing 11
FNDC3A,fibronectin type III domain containing 3A
FNDC3B,fibronectin type III domain containing 3B
FNDC4,fibronectin type III domain containing 4
FNDC5,fibronectin type III domain containing 5
FNDC7,fibronectin type III domain containing 7
FNDC8,fibronectin type III domain containing 8
FNDC9,fibronectin type III domain containing 9
FNIP1,folliculin interacting protein 1
FNIP2,folliculin interacting protein 2
FNTA,"farnesyltransferase, CAAX box, subunit alpha"
FNTB,"farnesyltransferase, CAAX box, subunit beta"
FOCAD,focadhesin
FOLH1,folate hydrolase 1
FOLR1,folate receptor alpha
FOLR2,folate receptor beta
FOLR3,folate receptor gamma
FOS,"Fos proto-oncogene, AP-1 transcription factor subunit"
FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit"
FOSL1,"FOS like 1, AP-1 transcription factor subunit"
FOSL2,"FOS like 2, AP-1 transcription factor subunit"
FOXA1,forkhead box A1
FOXA2,forkhead box A2
FOXA3,forkhead box A3
FOXB1,forkhead box B1
FOXB2,forkhead box B2
FOXC1,forkhead box C1
FOXC2,forkhead box C2
FOXD1,forkhead box D1
FOXD2,forkhead box D2
FOXD3,forkhead box D3
FOXD4,forkhead box D4
FOXD4L1,forkhead box D4 like 1
FOXD4L3,forkhead box D4 like 3
FOXD4L4,forkhead box D4 like 4
FOXD4L5,forkhead box D4 like 5
FOXD4L6,forkhead box D4 like 6
FOXE1,forkhead box E1
FOXE3,forkhead box E3
FOXF1,forkhead box F1
FOXF2,forkhead box F2
FOXG1,forkhead box G1
FOXH1,forkhead box H1
FOXI1,forkhead box I1
FOXI2,forkhead box I2
FOXI3,forkhead box I3
FOXJ1,forkhead box J1
FOXJ2,forkhead box J2
FOXJ3,forkhead box J3
FOXK1,forkhead box K1
FOXK2,forkhead box K2
FOXL1,forkhead box L1
FOXL2,forkhead box L2
FOXL2NB,FOXL2 neighbor
FOXL3,forkhead box L3
FOXM1,forkhead box M1
FOXN1,forkhead box N1
FOXN2,forkhead box N2
FOXN3,forkhead box N3
FOXN4,forkhead box N4
FOXO1,forkhead box O1
FOXO3,forkhead box O3
FOXO3B,forkhead box O3B
FOXO4,forkhead box O4
FOXO6,forkhead box O6
FOXP1,forkhead box P1
FOXP2,forkhead box P2
FOXP3,forkhead box P3
FOXP4,forkhead box P4
FOXQ1,forkhead box Q1
FOXR1,forkhead box R1
FOXR2,forkhead box R2
FOXRED1,FAD dependent oxidoreductase domain containing 1
FOXRED2,FAD dependent oxidoreductase domain containing 2
FOXS1,forkhead box S1
FPGS,folylpolyglutamate synthase
FPGT,fucose-1-phosphate guanylyltransferase
FPR1,formyl peptide receptor 1
FPR2,formyl peptide receptor 2
FPR3,formyl peptide receptor 3
FRA10AC1,FRA10A associated CGG repeat 1
FRAS1,Fraser extracellular matrix complex subunit 1
FRAT1,FRAT regulator of Wnt signaling pathway 1
FRAT2,FRAT regulator of Wnt signaling pathway 2
FREM1,FRAS1 related extracellular matrix 1
FREM2,FRAS1 related extracellular matrix 2
FREM3,FRAS1 related extracellular matrix 3
FREY1,Frey regulator of sperm-oocyte fusion 1
FRG1,FSHD region gene 1
FRG2,FSHD region gene 2
FRG2B,FSHD region gene 2 family member B
FRG2C,FSHD region gene 2 family member C
FRK,fyn related Src family tyrosine kinase
FRMD1,FERM domain containing 1
FRMD3,FERM domain containing 3
FRMD4A,FERM domain containing 4A
FRMD4B,FERM domain containing 4B
FRMD5,FERM domain containing 5
FRMD6,FERM domain containing 6
FRMD7,FERM domain containing 7
FRMD8,FERM domain containing 8
FRMPD1,FERM and PDZ domain containing 1
FRMPD2,FERM and PDZ domain containing 2
FRMPD3,FERM and PDZ domain containing 3
FRMPD4,FERM and PDZ domain containing 4
FRRS1,ferric chelate reductase 1
FRRS1L,ferric chelate reductase 1 like
FRS2,fibroblast growth factor receptor substrate 2
FRS3,fibroblast growth factor receptor substrate 3
FRY,FRY microtubule binding protein
FRYL,FRY like transcription coactivator
FRZB,frizzled related protein
FSAF1,40S small subunit processome assembly factor 1
FSBP,fibrinogen silencer binding protein
FSCB,fibrous sheath CABYR binding protein
FSCN1,fascin actin-bundling protein 1
FSCN2,"fascin actin-bundling protein 2, retinal"
FSCN3,fascin actin-bundling protein 3
FSD1,fibronectin type III and SPRY domain containing 1
FSD1L,fibronectin type III and SPRY domain containing 1 like
FSD2,fibronectin type III and SPRY domain containing 2
FSHB,follicle stimulating hormone subunit beta
FSHR,follicle stimulating hormone receptor
FSIP1,fibrous sheath interacting protein 1
FSIP2,fibrous sheath interacting protein 2
FST,follistatin
FSTL1,follistatin like 1
FSTL3,follistatin like 3
FSTL4,follistatin like 4
FSTL5,follistatin like 5
FTCD,formimidoyltransferase cyclodeaminase
FTCDNL1,formiminotransferase cyclodeaminase N-terminal like
FTH1,ferritin heavy chain 1
FTHL17,ferritin heavy chain like 17
FTL,ferritin light chain
FTMT,ferritin mitochondrial
FTO,FTO alpha-ketoglutarate dependent dioxygenase
FTSJ1,FtsJ RNA 2'-O-methyltransferase 1
FTSJ3,FtsJ RNA 2'-O-methyltransferase 3
FUBP1,far upstream element binding protein 1
FUBP3,far upstream element binding protein 3
FUCA1,alpha-L-fucosidase 1
FUCA2,alpha-L-fucosidase 2
FUNDC1,FUN14 domain containing 1
FUNDC2,FUN14 domain containing 2
FUOM,fucose mutarotase
FURIN,"furin, paired basic amino acid cleaving enzyme"
FUS,FUS RNA binding protein
FUT1,fucosyltransferase 1 (H blood group)
FUT2,fucosyltransferase 2 (H blood group)
FUT3,fucosyltransferase 3 (Lewis blood group)
FUT4,fucosyltransferase 4
FUT5,fucosyltransferase 5
FUT6,fucosyltransferase 6
FUT7,fucosyltransferase 7
FUT8,fucosyltransferase 8
FUT9,fucosyltransferase 9
FUZ,fuzzy planar cell polarity protein
FXN,frataxin
FXR1,FMR1 autosomal homolog 1
FXR2,FMR1 autosomal homolog 2
FXYD1,FXYD domain containing ion transport regulator 1
FXYD2,FXYD domain containing ion transport regulator 2
FXYD3,FXYD domain containing ion transport regulator 3
FXYD4,FXYD domain containing ion transport regulator 4
FXYD5,FXYD domain containing ion transport regulator 5
FXYD6,FXYD domain containing ion transport regulator 6
FXYD7,FXYD domain containing ion transport regulator 7
FYB1,FYN binding protein 1
FYB2,FYN binding protein 2
FYCO1,FYVE and coiled-coil domain autophagy adaptor 1
FYN,"FYN proto-oncogene, Src family tyrosine kinase"
FYTTD1,forty-two-three domain containing 1
FZD1,frizzled class receptor 1
FZD10,frizzled class receptor 10
FZD2,frizzled class receptor 2
FZD3,frizzled class receptor 3
FZD4,frizzled class receptor 4
FZD5,frizzled class receptor 5
FZD6,frizzled class receptor 6
FZD7,frizzled class receptor 7
FZD8,frizzled class receptor 8
FZD9,frizzled class receptor 9
FZR1,fizzy and cell division cycle 20 related 1
G0S2,G0/G1 switch 2
G2E3,G2/M-phase specific E3 ubiquitin protein ligase
G3BP1,G3BP stress granule assembly factor 1
G3BP2,G3BP stress granule assembly factor 2
G6PC1,glucose-6-phosphatase catalytic subunit 1
G6PC2,glucose-6-phosphatase catalytic subunit 2
G6PC3,glucose-6-phosphatase catalytic subunit 3
G6PD,glucose-6-phosphate dehydrogenase
GAA,alpha glucosidase
GAB1,GRB2 associated binding protein 1
GAB2,GRB2 associated binding protein 2
GAB3,GRB2 associated binding protein 3
GAB4,GRB2 associated binding protein family member 4
GABARAP,GABA type A receptor-associated protein
GABARAPL1,GABA type A receptor associated protein like 1
GABARAPL2,GABA type A receptor associated protein like 2
GABBR1,gamma-aminobutyric acid type B receptor subunit 1
GABBR2,gamma-aminobutyric acid type B receptor subunit 2
GABPA,GA binding protein transcription factor subunit alpha
GABPB1,GA binding protein transcription factor subunit beta 1
GABPB2,GA binding protein transcription factor subunit beta 2
GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1
GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2
GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3
GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4
GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5
GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6
GABRB1,gamma-aminobutyric acid type A receptor subunit beta1
GABRB2,gamma-aminobutyric acid type A receptor subunit beta2
GABRB3,gamma-aminobutyric acid type A receptor subunit beta3
GABRD,gamma-aminobutyric acid type A receptor subunit delta
GABRE,gamma-aminobutyric acid type A receptor subunit epsilon
GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1
GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2
GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3
GABRP,gamma-aminobutyric acid type A receptor subunit pi
GABRQ,gamma-aminobutyric acid type A receptor subunit theta
GABRR1,gamma-aminobutyric acid type A receptor subunit rho1
GABRR2,gamma-aminobutyric acid type A receptor subunit rho2
GABRR3,gamma-aminobutyric acid type A receptor subunit rho3
GAD1,glutamate decarboxylase 1
GAD2,glutamate decarboxylase 2
GADD45A,growth arrest and DNA damage inducible alpha
GADD45B,growth arrest and DNA damage inducible beta
GADD45G,growth arrest and DNA damage inducible gamma
GADD45GIP1,GADD45G interacting protein 1
GADL1,glutamate decarboxylase like 1
GAGE1,G antigen 1
GAGE10,G antigen 10
GAGE12B,G antigen 12B
GAGE12C,G antigen 12C
GAGE12D,G antigen 12D
GAGE12E,G antigen 12E
GAGE12F,G antigen 12F
GAGE12G,G antigen 12G
GAGE12H,G antigen 12H
GAGE12I,G antigen 12I
GAGE12J,G antigen 12J
GAGE13,G antigen 13
GAGE2A,G antigen 2A
GAGE2B,G antigen 2B
GAGE2C,G antigen 2C
GAGE2D,G antigen 2D
GAGE2E,G antigen 2E
GAGE4,G antigen 4
GAGE5,G antigen 5
GAGE6,G antigen 6
GAGE7,G antigen 7
GAGE8,G antigen 8
GAK,cyclin G associated kinase
GAL,galanin and GMAP prepropeptide
GAL3ST1,galactose-3-O-sulfotransferase 1
GAL3ST2,galactose-3-O-sulfotransferase 2
GAL3ST3,galactose-3-O-sulfotransferase 3
GAL3ST4,galactose-3-O-sulfotransferase 4
GALC,galactosylceramidase
GALE,UDP-galactose-4-epimerase
GALK1,galactokinase 1
GALK2,galactokinase 2
GALM,galactose mutarotase
GALNS,galactosamine (N-acetyl)-6-sulfatase
GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
GALNT10,polypeptide N-acetylgalactosaminyltransferase 10
GALNT11,polypeptide N-acetylgalactosaminyltransferase 11
GALNT12,polypeptide N-acetylgalactosaminyltransferase 12
GALNT13,polypeptide N-acetylgalactosaminyltransferase 13
GALNT14,polypeptide N-acetylgalactosaminyltransferase 14
GALNT15,polypeptide N-acetylgalactosaminyltransferase 15
GALNT16,polypeptide N-acetylgalactosaminyltransferase 16
GALNT17,polypeptide N-acetylgalactosaminyltransferase 17
GALNT18,polypeptide N-acetylgalactosaminyltransferase 18
GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
GALNT4,polypeptide N-acetylgalactosaminyltransferase 4
GALNT5,polypeptide N-acetylgalactosaminyltransferase 5
GALNT6,polypeptide N-acetylgalactosaminyltransferase 6
GALNT7,polypeptide N-acetylgalactosaminyltransferase 7
GALNT8,polypeptide N-acetylgalactosaminyltransferase 8
GALNT9,polypeptide N-acetylgalactosaminyltransferase 9
GALNTL5,polypeptide N-acetylgalactosaminyltransferase like 5
GALNTL6,polypeptide N-acetylgalactosaminyltransferase like 6
GALP,galanin like peptide
GALR1,galanin receptor 1
GALR2,galanin receptor 2
GALR3,galanin receptor 3
GALT,galactose-1-phosphate uridylyltransferase
GAMT,guanidinoacetate N-methyltransferase
GAN,gigaxonin
GANAB,glucosidase II alpha subunit
GANC,"glucosidase alpha, neutral C"
GAP43,growth associated protein 43
GAPDH,glyceraldehyde-3-phosphate dehydrogenase
GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
GAPT,"GRB2 binding adaptor protein, transmembrane"
GAPVD1,GTPase activating protein and VPS9 domains 1
GAR1,GAR1 ribonucleoprotein
GAREM1,GRB2 associated regulator of MAPK1 subtype 1
GAREM2,GRB2 associated regulator of MAPK1 subtype 2
GARIN1A,golgi associated RAB2 interactor 1A
GARIN1B,golgi associated RAB2 interactor 1B
GARIN2,golgi associated RAB2 interactor family member 2
GARIN3,golgi associated RAB2 interactor family member 3
GARIN4,golgi associated RAB2 interactor family member 4
GARIN5A,golgi associated RAB2 interactor 5A
GARIN5B,golgi associated RAB2 interactor family member 5B
GARIN6,golgi associated RAB2 interactor family member 6
GARNL3,GTPase activating Rap/RanGAP domain like 3
GARRE1,granule associated Rac and RHOG effector 1
GARS1,glycyl-tRNA synthetase 1
GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
GAS1,growth arrest specific 1
GAS2,growth arrest specific 2
GAS2L1,growth arrest specific 2 like 1
GAS2L2,growth arrest specific 2 like 2
GAS2L3,growth arrest specific 2 like 3
GAS6,growth arrest specific 6
GAS7,growth arrest specific 7
GASK1A,golgi associated kinase 1A
GASK1B,golgi associated kinase 1B
GAST,gastrin
GATA1,GATA binding protein 1
GATA2,GATA binding protein 2
GATA3,GATA binding protein 3
GATA4,GATA binding protein 4
GATA5,GATA binding protein 5
GATA6,GATA binding protein 6
GATAD1,GATA zinc finger domain containing 1
GATAD2A,GATA zinc finger domain containing 2A
GATAD2B,GATA zinc finger domain containing 2B
GATB,glutamyl-tRNA amidotransferase subunit B
GATC,glutamyl-tRNA amidotransferase subunit C
GATD1,glutamine amidotransferase class 1 domain containing 1
GATD3,glutamine amidotransferase class 1 domain containing 3
GATM,glycine amidinotransferase
GBA1,glucosylceramidase beta 1
GBA2,glucosylceramidase beta 2
GBA3,glucosylceramidase beta 3 (gene/pseudogene)
GBE1,"1,4-alpha-glucan branching enzyme 1"
GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1
GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
GBP1,guanylate binding protein 1
GBP2,guanylate binding protein 2
GBP3,guanylate binding protein 3
GBP4,guanylate binding protein 4
GBP5,guanylate binding protein 5
GBP6,guanylate binding protein family member 6
GBP7,guanylate binding protein 7
GBX1,gastrulation brain homeobox 1
GBX2,gastrulation brain homeobox 2
GC,GC vitamin D binding protein
GCA,grancalcin
GCAT,glycine C-acetyltransferase
GCC1,GRIP and coiled-coil domain containing 1
GCC2,GRIP and coiled-coil domain containing 2
GCDH,glutaryl-CoA dehydrogenase
GCFC2,GC-rich sequence DNA-binding factor 2
GCG,glucagon
GCGR,glucagon receptor
GCH1,GTP cyclohydrolase 1
GCHFR,GTP cyclohydrolase I feedback regulator
GCK,glucokinase
GCKR,glucokinase regulator
GCLC,glutamate-cysteine ligase catalytic subunit
GCLM,glutamate-cysteine ligase modifier subunit
GCM1,glial cells missing transcription factor 1
GCM2,glial cells missing transcription factor 2
GCN1,GCN1 activator of EIF2AK4
GCNA,germ cell nuclear acidic peptidase
GCNT1,glucosaminyl (N-acetyl) transferase 1
GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group)
GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type"
GCNT4,glucosaminyl (N-acetyl) transferase 4
GCNT7,glucosaminyl (N-acetyl) transferase family member 7
GCSAM,germinal center associated signaling and motility
GCSAML,germinal center associated signaling and motility like
GCSH,glycine cleavage system protein H
GDA,guanine deaminase
GDAP1,ganglioside induced differentiation associated protein 1
GDAP1L1,ganglioside induced differentiation associated protein 1 like 1
GDAP2,ganglioside induced differentiation associated protein 2
GDE1,glycerophosphodiester phosphodiesterase 1
GDF1,growth differentiation factor 1
GDF10,growth differentiation factor 10
GDF11,growth differentiation factor 11
GDF15,growth differentiation factor 15
GDF2,growth differentiation factor 2
GDF3,growth differentiation factor 3
GDF5,growth differentiation factor 5
GDF6,growth differentiation factor 6
GDF7,growth differentiation factor 7
GDF9,growth differentiation factor 9
GDI1,GDP dissociation inhibitor 1
GDI2,GDP dissociation inhibitor 2
GDNF,glial cell derived neurotrophic factor
GDPD1,glycerophosphodiester phosphodiesterase domain containing 1
GDPD2,glycerophosphodiester phosphodiesterase domain containing 2
GDPD3,glycerophosphodiester phosphodiesterase domain containing 3
GDPD4,glycerophosphodiester phosphodiesterase domain containing 4
GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
GDPGP1,GDP-D-glucose phosphorylase 1
GEM,GTP binding protein overexpressed in skeletal muscle
GEMIN2,gem nuclear organelle associated protein 2
GEMIN4,gem nuclear organelle associated protein 4
GEMIN5,gem nuclear organelle associated protein 5
GEMIN6,gem nuclear organelle associated protein 6
GEMIN7,gem nuclear organelle associated protein 7
GEMIN8,gem nuclear organelle associated protein 8
GEN1,GEN1 structure-specific endonuclease
GET1,guided entry of tail-anchored proteins factor 1
GET3,"guided entry of tail-anchored proteins factor 3, ATPase"
GET4,guided entry of tail-anchored proteins factor 4
GFAP,glial fibrillary acidic protein
GFER,"growth factor, augmenter of liver regeneration"
GFI1,growth factor independent 1 transcriptional repressor
GFI1B,growth factor independent 1B transcriptional repressor
GFM1,G elongation factor mitochondrial 1
GFM2,GTP dependent ribosome recycling factor mitochondrial 2
GFOD1,Gfo/Idh/MocA-like oxidoreductase domain containing 1
GFOD2,Gfo/Idh/MocA-like oxidoreductase domain containing 2
GFPT1,glutamine--fructose-6-phosphate transaminase 1
GFPT2,glutamine--fructose-6-phosphate transaminase 2
GFRA1,GDNF family receptor alpha 1
GFRA2,GDNF family receptor alpha 2
GFRA3,GDNF family receptor alpha 3
GFRA4,GDNF family receptor alpha 4
GFRAL,GDNF family receptor alpha like
GFUS,GDP-L-fucose synthase
GFY,golgi associated olfactory signaling regulator
GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3"
GGACT,gamma-glutamylamine cyclotransferase
GGCT,gamma-glutamylcyclotransferase
GGCX,gamma-glutamyl carboxylase
GGH,gamma-glutamyl hydrolase
GGN,gametogenetin
GGNBP2,gametogenetin binding protein 2
GGPS1,geranylgeranyl diphosphate synthase 1
GGT1,gamma-glutamyltransferase 1
GGT5,gamma-glutamyltransferase 5
GGT6,gamma-glutamyltransferase 6
GGT7,gamma-glutamyltransferase 7
GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive)
GGTLC1,gamma-glutamyltransferase light chain 1
GGTLC2,gamma-glutamyltransferase light chain 2
GGTLC3,gamma-glutamyltransferase light chain family member 3
GH1,growth hormone 1
GH2,growth hormone 2
GHDC,GH3 domain containing
GHITM,growth hormone inducible transmembrane protein
GHR,growth hormone receptor
GHRH,growth hormone releasing hormone
GHRHR,growth hormone releasing hormone receptor
GHRL,ghrelin and obestatin prepropeptide
GHSR,growth hormone secretagogue receptor
GID4,GID complex subunit 4 homolog
GID8,GID complex subunit 8 homolog
GIGYF1,GRB10 interacting GYF protein 1
GIGYF2,GRB10 interacting GYF protein 2
GIMAP1,"GTPase, IMAP family member 1"
GIMAP2,"GTPase, IMAP family member 2"
GIMAP4,"GTPase, IMAP family member 4"
GIMAP5,"GTPase, IMAP family member 5"
GIMAP6,"GTPase, IMAP family member 6"
GIMAP7,"GTPase, IMAP family member 7"
GIMAP8,"GTPase, IMAP family member 8"
GIMD1,GIMAP family P-loop NTPase domain containing 1
GIN1,gypsy retrotransposon integrase 1
GINM1,glycosylated integral membrane protein 1
GINS1,GINS complex subunit 1
GINS2,GINS complex subunit 2
GINS3,GINS complex subunit 3
GINS4,GINS complex subunit 4
GIP,gastric inhibitory polypeptide
GIPC1,GIPC PDZ domain containing family member 1
GIPC2,GIPC PDZ domain containing family member 2
GIPC3,GIPC PDZ domain containing family member 3
GIPR,gastric inhibitory polypeptide receptor
GIT1,GIT ArfGAP 1
GIT2,GIT ArfGAP 2
GJA1,gap junction protein alpha 1
GJA10,gap junction protein alpha 10
GJA3,gap junction protein alpha 3
GJA4,gap junction protein alpha 4
GJA5,gap junction protein alpha 5
GJA8,gap junction protein alpha 8
GJA9,gap junction protein alpha 9
GJB1,gap junction protein beta 1
GJB2,gap junction protein beta 2
GJB3,gap junction protein beta 3
GJB4,gap junction protein beta 4
GJB5,gap junction protein beta 5
GJB6,gap junction protein beta 6
GJB7,gap junction protein beta 7
GJC1,gap junction protein gamma 1
GJC2,gap junction protein gamma 2
GJC3,gap junction protein gamma 3
GJD2,gap junction protein delta 2
GJD3,gap junction protein delta 3
GJD4,gap junction protein delta 4
GJE1,gap junction protein epsilon 1
GK,glycerol kinase
GK2,glycerol kinase 2
GK3,glycerol kinase 3
GK5,glycerol kinase 5
GKAP1,G kinase anchoring protein 1
GKN1,gastrokine 1
GKN2,gastrokine 2
GLA,galactosidase alpha
GLB1,galactosidase beta 1
GLB1L,galactosidase beta 1 like
GLB1L2,galactosidase beta 1 like 2
GLB1L3,galactosidase beta 1 like 3
GLCCI1,glucocorticoid induced 1
GLCE,glucuronic acid epimerase
GLDC,glycine decarboxylase
GLDN,gliomedin
GLE1,GLE1 RNA export mediator
GLG1,golgi glycoprotein 1
GLI1,GLI family zinc finger 1
GLI2,GLI family zinc finger 2
GLI3,GLI family zinc finger 3
GLI4,GLI family zinc finger 4
GLIPR1,GLI pathogenesis related 1
GLIPR1L1,GLIPR1 like 1
GLIPR1L2,GLIPR1 like 2
GLIPR2,GLI pathogenesis related 2
GLIS1,GLIS family zinc finger 1
GLIS2,GLIS family zinc finger 2
GLIS3,GLIS family zinc finger 3
GLMN,"glomulin, FKBP associated protein"
GLMP,glycosylated lysosomal membrane protein
GLO1,glyoxalase I
GLOD4,glyoxalase domain containing 4
GLOD5,glyoxalase domain containing 5
GLP1R,glucagon like peptide 1 receptor
GLP2R,glucagon like peptide 2 receptor
GLRA1,glycine receptor alpha 1
GLRA2,glycine receptor alpha 2
GLRA3,glycine receptor alpha 3
GLRB,glycine receptor beta
GLRX,glutaredoxin
GLRX2,glutaredoxin 2
GLRX3,glutaredoxin 3
GLRX5,glutaredoxin 5
GLS,glutaminase
GLS2,glutaminase 2
GLT1D1,glycosyltransferase 1 domain containing 1
GLT6D1,glycosyltransferase 6 domain containing 1
GLT8D1,glycosyltransferase 8 domain containing 1
GLT8D2,glycosyltransferase 8 domain containing 2
GLTP,glycolipid transfer protein
GLTPD2,glycolipid transfer protein domain containing 2
GLUD1,glutamate dehydrogenase 1
GLUD2,glutamate dehydrogenase 2
GLUL,glutamate-ammonia ligase
GLYAT,glycine-N-acyltransferase
GLYATL1,glycine-N-acyltransferase like 1
GLYATL1B,glycine-N-acyltransferase like 1B
GLYATL2,glycine-N-acyltransferase like 2
GLYATL3,glycine-N-acyltransferase like 3
GLYCTK,glycerate kinase
GLYR1,glyoxylate reductase 1 homolog
GM2A,ganglioside GM2 activator
GMCL1,"germ cell-less 1, spermatogenesis associated"
GMCL2,"germ cell-less 2, spermatogenesis associated"
GMDS,"GDP-mannose 4,6-dehydratase"
GMEB1,glucocorticoid modulatory element binding protein 1
GMEB2,glucocorticoid modulatory element binding protein 2
GMFB,glia maturation factor beta
GMFG,glia maturation factor gamma
GMIP,GEM interacting protein
GML,glycosylphosphatidylinositol anchored molecule like
GMNC,geminin coiled-coil domain containing
